hour,day,weather,event,crowd_risk
8,Thursday,Clear,NoEvent,63
1,Thursday,Cloudy,NoEvent,60
19,Saturday,Cloudy,Sports,100
8,Thursday,Rain,Concert,52
9,Saturday,Cloudy,NoEvent,80
14,Tuesday,Clear,NoEvent,61
1,Thursday,Rain,Festival,42
15,Friday,Clear,Concert,70
5,Saturday,Cloudy,NoEvent,71
15,Tuesday,Cloudy,Sports,57
18,Saturday,Clear,Concert,94
5,Wednesday,Rain,Concert,48
7,Friday,Rain,NoEvent,55
14,Sunday,Rain,Festival,65
11,Thursday,Clear,Festival,69
3,Thursday,Clear,NoEvent,51
23,Wednesday,Clear,Sports,66
4,Tuesday,Clear,NoEvent,60
18,Wednesday,Rain,Sports,75
13,Saturday,Clear,Festival,82
17,Thursday,Rain,Festival,76
10,Thursday,Cloudy,Sports,60
10,Saturday,Cloudy,NoEvent,90
6,Saturday,Cloudy,Festival,90
11,Sunday,Cloudy,Sports,83
12,Tuesday,Clear,NoEvent,62
6,Thursday,Cloudy,Sports,54
21,Tuesday,Rain,Concert,61
16,Tuesday,Rain,Sports,57
8,Wednesday,Rain,Concert,59
22,Friday,Cloudy,Sports,57
14,Saturday,Clear,NoEvent,82
6,Wednesday,Clear,NoEvent,67
6,Sunday,Cloudy,Sports,88
13,Thursday,Cloudy,Concert,68
18,Sunday,Cloudy,Sports,100
6,Friday,Rain,Festival,60
8,Sunday,Rain,Festival,77
8,Thursday,Clear,Sports,56
13,Thursday,Cloudy,NoEvent,50
22,Saturday,Clear,Concert,87
16,Wednesday,Cloudy,Concert,52
2,Thursday,Clear,Concert,59
17,Sunday,Clear,NoEvent,100
17,Saturday,Clear,Concert,100
4,Monday,Clear,Festival,69
13,Wednesday,Rain,Concert,42
12,Monday,Cloudy,Concert,63
16,Sunday,Rain,NoEvent,80
11,Wednesday,Rain,Festival,51
9,Monday,Rain,Sports,50
4,Sunday,Cloudy,NoEvent,88
20,Friday,Rain,Concert,68
3,Friday,Cloudy,NoEvent,70
13,Tuesday,Rain,Concert,43
4,Monday,Clear,Festival,69
7,Saturday,Rain,Sports,79
21,Friday,Cloudy,Sports,74
11,Sunday,Rain,Sports,76
11,Wednesday,Rain,Concert,43
21,Tuesday,Clear,Concert,76
17,Wednesday,Clear,NoEvent,86
13,Tuesday,Cloudy,NoEvent,66
0,Friday,Rain,Sports,49
23,Sunday,Cloudy,Festival,73
3,Thursday,Rain,Concert,47
8,Sunday,Clear,Sports,75
15,Sunday,Clear,Festival,76
12,Thursday,Cloudy,Concert,59
7,Friday,Cloudy,Sports,51
12,Thursday,Rain,Sports,46
2,Wednesday,Cloudy,Concert,55
7,Tuesday,Cloudy,NoEvent,68
9,Monday,Cloudy,Festival,50
19,Tuesday,Clear,NoEvent,87
21,Wednesday,Clear,Festival,77
6,Monday,Rain,Concert,44
22,Wednesday,Clear,Concert,54
0,Tuesday,Cloudy,NoEvent,62
6,Sunday,Cloudy,Concert,85
9,Sunday,Clear,Sports,84
18,Thursday,Rain,Concert,68
13,Monday,Clear,NoEvent,59
23,Tuesday,Clear,Concert,69
9,Saturday,Clear,NoEvent,86
14,Monday,Rain,Concert,55
22,Thursday,Clear,NoEvent,54
9,Friday,Cloudy,Festival,62
0,Tuesday,Rain,Concert,51
1,Wednesday,Rain,Festival,41
18,Tuesday,Cloudy,Festival,72
8,Saturday,Cloudy,Sports,82
17,Friday,Cloudy,Concert,82
18,Monday,Clear,NoEvent,81
12,Wednesday,Clear,Sports,64
8,Saturday,Clear,NoEvent,79
23,Thursday,Rain,Sports,60
12,Wednesday,Clear,Concert,67
23,Wednesday,Rain,NoEvent,53
16,Thursday,Clear,Festival,53
8,Friday,Clear,NoEvent,67
10,Wednesday,Rain,Concert,49
9,Monday,Cloudy,Festival,67
23,Tuesday,Clear,Sports,63
5,Wednesday,Cloudy,NoEvent,53
2,Wednesday,Cloudy,Festival,56
9,Sunday,Rain,Sports,72
22,Saturday,Clear,NoEvent,85
16,Saturday,Clear,NoEvent,70
23,Wednesday,Rain,NoEvent,51
17,Wednesday,Cloudy,Sports,87
18,Sunday,Clear,Concert,100
19,Monday,Clear,Festival,88
2,Tuesday,Clear,Concert,70
7,Sunday,Rain,NoEvent,60
1,Saturday,Clear,Festival,89
15,Wednesday,Clear,Sports,64
21,Friday,Clear,Sports,81
16,Monday,Rain,NoEvent,41
21,Sunday,Cloudy,Concert,100
7,Sunday,Cloudy,NoEvent,82
6,Tuesday,Clear,Sports,50
10,Wednesday,Rain,Festival,41
21,Sunday,Cloudy,Concert,100
22,Friday,Rain,NoEvent,47
1,Tuesday,Cloudy,Festival,60
13,Tuesday,Cloudy,Festival,56
17,Wednesday,Cloudy,NoEvent,81
14,Thursday,Rain,NoEvent,48
21,Friday,Rain,NoEvent,66
15,Monday,Rain,Concert,43
22,Sunday,Clear,Festival,73
2,Thursday,Clear,NoEvent,61
1,Wednesday,Clear,Concert,70
14,Friday,Rain,Concert,47
2,Sunday,Rain,NoEvent,60
4,Wednesday,Clear,Festival,57
3,Saturday,Cloudy,NoEvent,84
14,Friday,Rain,NoEvent,49
22,Friday,Rain,NoEvent,48
18,Saturday,Clear,Concert,99
9,Tuesday,Clear,Festival,66
7,Monday,Rain,Festival,40
12,Sunday,Rain,Concert,71
17,Monday,Cloudy,Concert,79
21,Monday,Cloudy,Sports,78
9,Saturday,Cloudy,NoEvent,86
18,Sunday,Cloudy,NoEvent,97
3,Tuesday,Clear,Festival,67
13,Monday,Rain,Festival,52
14,Tuesday,Rain,Festival,57
3,Saturday,Rain,Concert,78
6,Thursday,Rain,NoEvent,45
8,Wednesday,Cloudy,Sports,60
16,Saturday,Rain,Festival,78
11,Tuesday,Clear,NoEvent,62
3,Wednesday,Rain,NoEvent,42
18,Tuesday,Clear,Concert,85
8,Wednesday,Cloudy,Sports,59
16,Thursday,Rain,Sports,51
5,Friday,Rain,Festival,44
20,Wednesday,Rain,Concert,60
18,Friday,Rain,Concert,68
20,Tuesday,Rain,NoEvent,74
18,Monday,Rain,Sports,70
19,Saturday,Rain,Sports,90
13,Monday,Rain,NoEvent,47
21,Tuesday,Clear,NoEvent,84
18,Monday,Clear,Concert,87
12,Monday,Cloudy,Concert,56
21,Monday,Cloudy,Concert,85
9,Tuesday,Rain,NoEvent,46
1,Thursday,Cloudy,Concert,63
7,Wednesday,Rain,Festival,43
16,Monday,Clear,Festival,64
23,Thursday,Cloudy,Sports,69
17,Thursday,Cloudy,Festival,83
1,Tuesday,Cloudy,Sports,64
19,Sunday,Cloudy,Festival,95
16,Sunday,Clear,Festival,83
21,Sunday,Cloudy,Concert,100
17,Tuesday,Cloudy,Concert,82
19,Tuesday,Cloudy,NoEvent,78
18,Monday,Clear,Festival,82
19,Wednesday,Rain,Concert,75
3,Thursday,Clear,Sports,62
9,Sunday,Cloudy,Concert,84
4,Tuesday,Cloudy,Festival,52
13,Tuesday,Cloudy,Festival,55
3,Wednesday,Clear,Festival,58
0,Sunday,Clear,Concert,74
14,Thursday,Cloudy,NoEvent,59
21,Saturday,Clear,Sports,100
3,Wednesday,Cloudy,Sports,66
1,Thursday,Rain,Festival,52
21,Thursday,Cloudy,Festival,89
13,Wednesday,Rain,Festival,56
4,Sunday,Cloudy,NoEvent,84
10,Saturday,Clear,Festival,87
22,Monday,Clear,Festival,54
1,Tuesday,Cloudy,NoEvent,69
19,Wednesday,Rain,Festival,75
17,Sunday,Clear,Festival,97
5,Tuesday,Cloudy,Festival,70
12,Monday,Rain,NoEvent,46
1,Thursday,Cloudy,Festival,58
23,Thursday,Rain,NoEvent,43
14,Thursday,Cloudy,Concert,61
22,Friday,Clear,NoEvent,50
2,Friday,Cloudy,Sports,60
13,Saturday,Cloudy,Concert,85
23,Monday,Rain,Sports,43
16,Saturday,Rain,Concert,70
5,Saturday,Cloudy,Sports,78
1,Tuesday,Cloudy,Sports,62
22,Wednesday,Clear,Concert,57
11,Saturday,Clear,Festival,74
1,Tuesday,Rain,Sports,47
18,Wednesday,Clear,Sports,80
15,Tuesday,Rain,Sports,47
7,Sunday,Clear,Sports,83
18,Sunday,Clear,Festival,93
12,Thursday,Rain,Festival,51
8,Tuesday,Cloudy,Festival,55
6,Thursday,Cloudy,Concert,61
14,Sunday,Cloudy,Concert,81
22,Sunday,Cloudy,Festival,70
3,Friday,Clear,Sports,50
7,Sunday,Cloudy,Festival,88
7,Monday,Cloudy,Concert,64
20,Sunday,Rain,Festival,90
17,Monday,Clear,Sports,81
23,Tuesday,Cloudy,NoEvent,62
5,Friday,Rain,NoEvent,57
5,Friday,Rain,NoEvent,57
10,Tuesday,Cloudy,Festival,64
21,Friday,Cloudy,Festival,72
10,Friday,Rain,NoEvent,47
17,Monday,Clear,NoEvent,82
18,Wednesday,Clear,Sports,72
4,Thursday,Cloudy,Concert,64
18,Tuesday,Clear,Sports,80
19,Sunday,Rain,Festival,99
13,Wednesday,Rain,Concert,51
7,Sunday,Clear,Festival,74
2,Thursday,Clear,Festival,60
22,Wednesday,Rain,NoEvent,43
3,Friday,Clear,Sports,54
22,Friday,Rain,Sports,57
4,Monday,Cloudy,NoEvent,70
18,Monday,Rain,NoEvent,68
5,Thursday,Clear,Sports,57
6,Saturday,Clear,NoEvent,82
0,Monday,Clear,Sports,63
19,Friday,Clear,NoEvent,85
5,Friday,Cloudy,Sports,58
19,Saturday,Rain,Festival,84
11,Monday,Cloudy,Festival,63
21,Tuesday,Rain,NoEvent,76
13,Saturday,Clear,NoEvent,72
21,Tuesday,Rain,Festival,67
18,Saturday,Cloudy,Concert,96
0,Sunday,Rain,Sports,76
14,Thursday,Clear,NoEvent,68
1,Tuesday,Cloudy,Sports,64
15,Sunday,Clear,Festival,83
12,Tuesday,Clear,Concert,53
15,Thursday,Cloudy,Concert,63
5,Thursday,Cloudy,NoEvent,55
0,Thursday,Rain,Concert,48
2,Saturday,Rain,Festival,76
5,Wednesday,Cloudy,Sports,63
8,Wednesday,Rain,Concert,55
7,Saturday,Rain,NoEvent,70
11,Sunday,Rain,Festival,77
10,Sunday,Cloudy,Concert,71
12,Monday,Cloudy,Concert,63
21,Wednesday,Cloudy,Concert,76
7,Friday,Clear,Festival,54
14,Thursday,Rain,Concert,40
13,Wednesday,Cloudy,Festival,55
0,Sunday,Rain,NoEvent,66
13,Friday,Rain,Concert,58
0,Friday,Cloudy,NoEvent,62
1,Saturday,Clear,Sports,89
19,Saturday,Clear,NoEvent,92
6,Monday,Clear,Sports,67
11,Friday,Cloudy,Festival,54
22,Tuesday,Cloudy,Sports,54
18,Thursday,Cloudy,Sports,74
12,Wednesday,Cloudy,Concert,59
14,Wednesday,Cloudy,Festival,59
17,Friday,Clear,Festival,75
8,Monday,Cloudy,Sports,66
4,Saturday,Cloudy,Sports,81
12,Saturday,Rain,Festival,69
13,Sunday,Rain,Sports,75
19,Wednesday,Rain,Sports,76
8,Monday,Rain,Concert,47
7,Friday,Cloudy,NoEvent,54
14,Tuesday,Clear,NoEvent,63
16,Thursday,Rain,Sports,40
10,Sunday,Clear,NoEvent,70
22,Friday,Clear,Sports,58
8,Saturday,Rain,Festival,76
9,Friday,Clear,Sports,63
17,Saturday,Cloudy,Concert,100
10,Monday,Clear,NoEvent,62
17,Tuesday,Clear,NoEvent,78
13,Wednesday,Rain,Festival,48
18,Wednesday,Rain,Sports,79
16,Tuesday,Clear,NoEvent,61
8,Monday,Rain,Sports,57
9,Saturday,Clear,Sports,83
6,Wednesday,Cloudy,Sports,68
14,Thursday,Clear,Sports,52
15,Tuesday,Cloudy,Sports,66
18,Sunday,Cloudy,Festival,91
10,Tuesday,Cloudy,NoEvent,54
22,Friday,Rain,Festival,54
23,Thursday,Cloudy,Sports,56
0,Sunday,Cloudy,Sports,83
15,Saturday,Rain,Festival,66
9,Sunday,Clear,Festival,78
7,Sunday,Clear,Festival,76
21,Sunday,Cloudy,NoEvent,100
8,Monday,Clear,Festival,68
1,Saturday,Clear,NoEvent,72
3,Sunday,Clear,Sports,75
0,Saturday,Clear,NoEvent,86
13,Wednesday,Clear,Sports,70
13,Wednesday,Cloudy,Festival,50
1,Wednesday,Rain,Festival,48
1,Wednesday,Rain,Sports,56
10,Monday,Clear,NoEvent,64
3,Friday,Clear,NoEvent,64
13,Tuesday,Cloudy,NoEvent,58
17,Tuesday,Cloudy,NoEvent,71
1,Sunday,Cloudy,NoEvent,84
9,Sunday,Clear,Sports,78
8,Thursday,Rain,NoEvent,46
21,Sunday,Cloudy,NoEvent,100
19,Wednesday,Clear,Sports,78
12,Tuesday,Rain,Concert,46
6,Tuesday,Clear,NoEvent,58
22,Saturday,Clear,Sports,78
10,Friday,Rain,Sports,56
2,Sunday,Rain,NoEvent,67
18,Wednesday,Rain,NoEvent,65
6,Friday,Clear,Concert,61
19,Sunday,Clear,Festival,97
10,Saturday,Cloudy,Festival,77
2,Saturday,Clear,Sports,73
10,Friday,Clear,Sports,62
0,Friday,Rain,Sports,51
20,Monday,Clear,Festival,74
13,Monday,Rain,Festival,56
5,Thursday,Cloudy,Concert,53
1,Tuesday,Clear,Concert,50
18,Friday,Rain,Sports,72
15,Monday,Clear,Concert,63
12,Sunday,Cloudy,Festival,78
14,Saturday,Rain,Sports,65
11,Monday,Clear,Concert,66
4,Saturday,Rain,Sports,63
5,Wednesday,Cloudy,Festival,51
1,Tuesday,Rain,NoEvent,52
0,Monday,Clear,Sports,64
5,Saturday,Cloudy,Sports,90
13,Thursday,Rain,Concert,49
4,Monday,Cloudy,Festival,60
5,Saturday,Rain,Sports,74
14,Thursday,Clear,Concert,55
0,Wednesday,Rain,Festival,59
11,Tuesday,Rain,Sports,52
12,Thursday,Rain,Festival,52
18,Monday,Clear,Festival,85
1,Sunday,Cloudy,Festival,83
4,Wednesday,Clear,NoEvent,69
11,Thursday,Cloudy,Festival,55
3,Friday,Clear,Concert,70
12,Friday,Clear,NoEvent,63
6,Saturday,Clear,NoEvent,82
10,Thursday,Rain,Sports,51
5,Sunday,Rain,Sports,79
20,Saturday,Rain,Concert,94
16,Wednesday,Rain,Sports,47
8,Thursday,Clear,Festival,50
2,Friday,Cloudy,Concert,67
20,Thursday,Cloudy,Sports,72
19,Tuesday,Cloudy,Festival,70
16,Thursday,Cloudy,Festival,68
9,Sunday,Clear,NoEvent,72
17,Saturday,Rain,NoEvent,83
11,Saturday,Cloudy,Sports,71
22,Friday,Cloudy,Sports,68
8,Sunday,Clear,Festival,70
0,Saturday,Clear,Concert,78
4,Thursday,Clear,Sports,62
13,Sunday,Cloudy,Sports,79
8,Thursday,Cloudy,NoEvent,55
11,Friday,Cloudy,Concert,53
7,Friday,Clear,Festival,66
12,Sunday,Clear,NoEvent,71
5,Thursday,Clear,Sports,51
6,Friday,Clear,Festival,61
4,Tuesday,Cloudy,Sports,50
22,Sunday,Cloudy,Sports,76
20,Thursday,Cloudy,Festival,85
7,Saturday,Rain,Festival,67
20,Monday,Rain,Sports,65
11,Thursday,Rain,Concert,44
21,Monday,Rain,Sports,80
16,Thursday,Cloudy,Sports,64
22,Tuesday,Clear,NoEvent,62
12,Thursday,Clear,Festival,70
22,Saturday,Rain,Sports,63
4,Tuesday,Rain,Festival,53
23,Tuesday,Clear,NoEvent,63
14,Sunday,Cloudy,Concert,70
10,Thursday,Clear,Sports,64
19,Wednesday,Clear,Concert,85
1,Thursday,Cloudy,Sports,61
3,Wednesday,Cloudy,Festival,62
0,Tuesday,Rain,NoEvent,44
12,Wednesday,Clear,NoEvent,55
10,Sunday,Clear,Festival,78
8,Monday,Rain,Sports,50
17,Friday,Cloudy,NoEvent,77
21,Sunday,Clear,NoEvent,100
18,Saturday,Clear,NoEvent,96
21,Monday,Rain,Concert,80
13,Wednesday,Clear,NoEvent,68
14,Sunday,Rain,NoEvent,80
12,Tuesday,Cloudy,Sports,52
21,Friday,Rain,Concert,69
9,Monday,Clear,Festival,62
6,Wednesday,Clear,Sports,59
7,Friday,Clear,Festival,65
9,Saturday,Cloudy,Concert,84
22,Wednesday,Cloudy,Festival,54
1,Sunday,Rain,Concert,72
16,Monday,Rain,NoEvent,43
7,Wednesday,Clear,Festival,64
22,Monday,Rain,Concert,58
0,Thursday,Clear,Sports,62
13,Sunday,Rain,Festival,62
14,Saturday,Clear,Festival,77
15,Monday,Rain,Festival,45
20,Thursday,Rain,NoEvent,64
4,Sunday,Rain,Concert,80
17,Wednesday,Cloudy,Concert,88
7,Friday,Rain,NoEvent,48
11,Wednesday,Rain,Sports,49
12,Saturday,Cloudy,Festival,84
3,Monday,Rain,Festival,51
7,Monday,Clear,Concert,60
10,Wednesday,Cloudy,Festival,56
23,Thursday,Rain,NoEvent,43
23,Saturday,Cloudy,NoEvent,70
11,Tuesday,Rain,Sports,45
10,Thursday,Rain,Concert,46
13,Sunday,Rain,Concert,66
4,Friday,Clear,Concert,68
12,Wednesday,Clear,Concert,56
5,Monday,Cloudy,Festival,65
2,Tuesday,Clear,Festival,59
23,Saturday,Clear,NoEvent,90
10,Friday,Clear,Concert,59
4,Thursday,Rain,Concert,47
1,Thursday,Rain,NoEvent,47
16,Wednesday,Rain,Concert,44
5,Tuesday,Clear,Festival,50
19,Saturday,Rain,Sports,95
4,Sunday,Rain,Festival,80
11,Saturday,Rain,NoEvent,69
21,Sunday,Clear,Concert,100
16,Tuesday,Cloudy,NoEvent,52
3,Tuesday,Cloudy,Concert,60
0,Monday,Rain,Sports,41
10,Monday,Cloudy,NoEvent,64
8,Monday,Rain,NoEvent,42
13,Saturday,Cloudy,Concert,88
3,Wednesday,Rain,Sports,54
20,Thursday,Cloudy,Concert,85
1,Tuesday,Rain,Festival,45
2,Monday,Rain,NoEvent,46
9,Monday,Rain,Sports,41
10,Wednesday,Rain,Festival,42
1,Tuesday,Cloudy,Concert,62
12,Tuesday,Rain,Concert,53
23,Monday,Cloudy,Sports,52
5,Sunday,Clear,Sports,84
14,Wednesday,Cloudy,NoEvent,63
19,Wednesday,Rain,Festival,69
2,Wednesday,Cloudy,Festival,64
1,Wednesday,Rain,Festival,50
3,Tuesday,Rain,Concert,43
3,Saturday,Cloudy,Sports,88
9,Tuesday,Rain,Festival,42
21,Wednesday,Clear,Sports,71
13,Sunday,Clear,Concert,75
3,Friday,Cloudy,Sports,58
8,Sunday,Rain,Concert,69
11,Thursday,Cloudy,NoEvent,68
23,Sunday,Clear,Festival,89
15,Tuesday,Rain,Festival,47
2,Friday,Rain,NoEvent,49
20,Saturday,Rain,Festival,89
22,Thursday,Rain,Sports,49
22,Tuesday,Clear,NoEvent,60
3,Thursday,Cloudy,Sports,54
18,Sunday,Rain,NoEvent,85
7,Tuesday,Cloudy,Concert,69
8,Saturday,Cloudy,Festival,90
1,Tuesday,Cloudy,Concert,56
8,Sunday,Clear,Festival,88
7,Wednesday,Rain,Festival,59
6,Thursday,Clear,Concert,57
12,Thursday,Cloudy,Festival,61
18,Wednesday,Clear,Festival,76
12,Saturday,Cloudy,Festival,80
9,Thursday,Cloudy,NoEvent,57
4,Sunday,Clear,NoEvent,74
7,Friday,Cloudy,NoEvent,58
12,Monday,Rain,Concert,56
19,Monday,Rain,NoEvent,74
22,Friday,Cloudy,NoEvent,70
10,Sunday,Clear,Sports,88
10,Thursday,Clear,Sports,56
16,Friday,Cloudy,Sports,69
6,Saturday,Rain,NoEvent,65
11,Thursday,Clear,Festival,60
12,Monday,Clear,NoEvent,65
22,Sunday,Clear,Festival,77
4,Monday,Rain,Sports,48
15,Monday,Cloudy,Concert,68
21,Saturday,Cloudy,Sports,100
4,Friday,Cloudy,NoEvent,56
17,Thursday,Cloudy,Concert,70
21,Tuesday,Rain,Concert,72
6,Saturday,Rain,Sports,64
21,Friday,Clear,Sports,84
20,Wednesday,Rain,NoEvent,69
8,Wednesday,Clear,Concert,69
20,Monday,Cloudy,Festival,73
18,Friday,Cloudy,Sports,76
14,Sunday,Rain,NoEvent,62
14,Tuesday,Clear,Concert,57
12,Monday,Rain,Concert,59
4,Sunday,Cloudy,Festival,87
14,Friday,Cloudy,Sports,51
15,Thursday,Clear,Concert,64
21,Monday,Cloudy,NoEvent,90
22,Sunday,Rain,Sports,73
16,Saturday,Rain,Sports,66
0,Sunday,Clear,Sports,81
20,Friday,Rain,NoEvent,66
9,Friday,Clear,Concert,62
3,Sunday,Rain,Sports,66
9,Sunday,Clear,Festival,81
22,Saturday,Cloudy,Festival,78
19,Tuesday,Clear,NoEvent,81
15,Tuesday,Clear,Concert,64
23,Friday,Clear,Festival,50
23,Wednesday,Rain,Sports,47
13,Tuesday,Rain,NoEvent,59
1,Thursday,Cloudy,Concert,64
7,Thursday,Clear,Concert,61
20,Wednesday,Clear,Festival,86
13,Tuesday,Clear,NoEvent,62
7,Tuesday,Cloudy,Festival,61
15,Wednesday,Rain,Festival,42
10,Wednesday,Clear,Concert,70
12,Sunday,Cloudy,Concert,79
7,Thursday,Rain,NoEvent,60
16,Friday,Cloudy,NoEvent,63
12,Thursday,Clear,Concert,56
4,Thursday,Clear,Concert,50
5,Saturday,Rain,Sports,75
12,Sunday,Clear,Festival,90
18,Monday,Clear,Sports,72
16,Saturday,Clear,Festival,84
0,Friday,Rain,NoEvent,45
15,Sunday,Clear,NoEvent,77
3,Thursday,Rain,Festival,42
22,Friday,Clear,Concert,70
6,Saturday,Clear,Concert,71
15,Wednesday,Rain,Festival,50
18,Sunday,Cloudy,NoEvent,100
20,Sunday,Clear,Concert,90
4,Thursday,Cloudy,Festival,53
22,Wednesday,Cloudy,Concert,55
1,Sunday,Clear,Sports,72
15,Friday,Clear,Festival,50
20,Sunday,Rain,Festival,87
7,Sunday,Cloudy,Festival,81
1,Monday,Clear,Sports,60
10,Thursday,Rain,Sports,45
18,Friday,Rain,Sports,73
23,Monday,Clear,Festival,53
19,Wednesday,Rain,Festival,60
11,Sunday,Rain,Festival,73
1,Sunday,Clear,Festival,84
4,Monday,Rain,Concert,43
0,Saturday,Rain,Concert,76
5,Thursday,Rain,Festival,49
15,Monday,Clear,Sports,65
15,Wednesday,Cloudy,Concert,61
8,Friday,Clear,NoEvent,62
3,Sunday,Rain,Concert,69
11,Thursday,Clear,NoEvent,69
12,Friday,Cloudy,Concert,64
18,Tuesday,Rain,Festival,72
12,Tuesday,Clear,Sports,56
21,Sunday,Cloudy,Sports,92
6,Tuesday,Cloudy,Festival,56
6,Friday,Clear,Sports,58
13,Saturday,Clear,Festival,86
13,Wednesday,Rain,Sports,51
17,Thursday,Rain,Festival,71
22,Tuesday,Cloudy,Sports,64
3,Sunday,Rain,Festival,66
17,Thursday,Clear,NoEvent,70
23,Tuesday,Rain,NoEvent,49
22,Saturday,Clear,NoEvent,76
3,Wednesday,Clear,Concert,62
0,Saturday,Clear,Festival,74
18,Tuesday,Rain,Concert,75
7,Saturday,Cloudy,Sports,87
0,Tuesday,Cloudy,Festival,67
20,Monday,Clear,NoEvent,90
18,Monday,Rain,NoEvent,80
9,Monday,Rain,Festival,50
18,Thursday,Rain,Sports,71
6,Sunday,Rain,Sports,74
4,Monday,Rain,Concert,60
4,Friday,Cloudy,Concert,66
8,Monday,Cloudy,NoEvent,50
12,Sunday,Cloudy,Concert,89
16,Tuesday,Clear,NoEvent,51
4,Thursday,Clear,Sports,67
16,Monday,Rain,Sports,51
2,Wednesday,Clear,NoEvent,58
20,Tuesday,Clear,Festival,89
14,Tuesday,Rain,Sports,58
20,Saturday,Cloudy,Festival,96
23,Tuesday,Clear,NoEvent,69
6,Monday,Clear,NoEvent,58
13,Wednesday,Rain,Concert,60
21,Saturday,Rain,Concert,86
13,Friday,Clear,NoEvent,59
10,Tuesday,Clear,NoEvent,51
7,Sunday,Clear,Concert,79
18,Friday,Rain,NoEvent,68
22,Monday,Clear,Festival,51
19,Sunday,Cloudy,Concert,96
6,Thursday,Rain,Sports,47
1,Thursday,Rain,NoEvent,58
6,Tuesday,Clear,Concert,61
20,Tuesday,Cloudy,Sports,88
10,Thursday,Clear,Sports,66
21,Friday,Rain,Sports,68
12,Saturday,Cloudy,Festival,77
18,Tuesday,Rain,Sports,62
12,Wednesday,Cloudy,Festival,52
3,Wednesday,Cloudy,NoEvent,58
13,Saturday,Cloudy,Festival,84
23,Tuesday,Clear,Festival,69
13,Sunday,Clear,Festival,90
1,Wednesday,Cloudy,NoEvent,58
11,Sunday,Rain,Sports,74
2,Tuesday,Clear,Festival,61
21,Wednesday,Cloudy,Sports,90
17,Wednesday,Cloudy,Concert,82
4,Wednesday,Cloudy,NoEvent,59
21,Tuesday,Rain,NoEvent,63
17,Saturday,Clear,NoEvent,91
10,Monday,Cloudy,Concert,52
12,Monday,Clear,Sports,65
8,Tuesday,Rain,Sports,53
12,Sunday,Cloudy,Sports,80
3,Friday,Cloudy,NoEvent,63
19,Thursday,Rain,Sports,63
22,Tuesday,Clear,Sports,58
0,Tuesday,Cloudy,NoEvent,56
13,Monday,Rain,Concert,51
1,Sunday,Rain,Concert,63
21,Friday,Rain,NoEvent,80
0,Saturday,Cloudy,NoEvent,74
22,Monday,Rain,Festival,46
10,Tuesday,Clear,Festival,62
23,Wednesday,Clear,Festival,53
1,Wednesday,Cloudy,NoEvent,65
13,Wednesday,Cloudy,Festival,64
8,Tuesday,Rain,NoEvent,51
21,Sunday,Clear,Festival,99
11,Saturday,Rain,Sports,66
13,Thursday,Clear,Sports,63
3,Friday,Rain,Festival,48
15,Wednesday,Cloudy,Sports,57
11,Sunday,Cloudy,Festival,73
8,Thursday,Clear,Festival,59
11,Monday,Rain,NoEvent,55
0,Sunday,Rain,Festival,70
22,Wednesday,Clear,Festival,51
20,Wednesday,Clear,Festival,90
19,Friday,Rain,NoEvent,68
9,Sunday,Rain,NoEvent,63
14,Tuesday,Rain,NoEvent,54
6,Thursday,Cloudy,Festival,57
1,Monday,Cloudy,Sports,65
1,Monday,Clear,Concert,64
23,Monday,Cloudy,NoEvent,50
13,Thursday,Clear,Sports,67
20,Monday,Cloudy,Festival,86
23,Sunday,Cloudy,Festival,85
11,Monday,Clear,Concert,51
8,Wednesday,Cloudy,Concert,58
15,Tuesday,Rain,Concert,56
19,Thursday,Cloudy,NoEvent,75
9,Tuesday,Rain,NoEvent,46
20,Sunday,Cloudy,Sports,100
6,Friday,Rain,Concert,56
1,Sunday,Rain,Festival,67
10,Sunday,Clear,Concert,71
17,Saturday,Clear,Festival,100
12,Monday,Rain,Festival,42
9,Thursday,Cloudy,Sports,57
21,Sunday,Rain,Concert,99
6,Friday,Rain,Festival,52
21,Monday,Rain,Festival,77
12,Thursday,Rain,Concert,48
22,Sunday,Rain,Sports,60
0,Thursday,Clear,Sports,58
19,Monday,Clear,Concert,87
11,Thursday,Rain,Festival,48
14,Tuesday,Clear,Sports,70
9,Tuesday,Cloudy,Festival,53
21,Wednesday,Cloudy,Concert,85
0,Friday,Cloudy,Concert,52
9,Saturday,Rain,NoEvent,79
22,Sunday,Clear,Festival,85
14,Thursday,Rain,Concert,55
22,Friday,Rain,Festival,56
2,Monday,Rain,Sports,58
21,Thursday,Clear,Festival,80
4,Monday,Clear,Festival,57
6,Sunday,Clear,Sports,82
3,Monday,Rain,Festival,42
2,Friday,Clear,Concert,61
15,Thursday,Clear,Sports,60
11,Saturday,Rain,Sports,73
23,Thursday,Rain,NoEvent,58
20,Monday,Clear,NoEvent,76
10,Thursday,Clear,Festival,54
21,Monday,Cloudy,Sports,86
4,Sunday,Clear,Sports,78
11,Tuesday,Rain,Festival,52
4,Saturday,Cloudy,NoEvent,77
12,Sunday,Cloudy,Festival,79
16,Saturday,Cloudy,Sports,78
11,Thursday,Rain,Festival,48
0,Saturday,Clear,Sports,87
20,Friday,Cloudy,Sports,84
14,Wednesday,Cloudy,NoEvent,61
0,Monday,Rain,Festival,51
10,Sunday,Cloudy,Festival,83
5,Tuesday,Cloudy,NoEvent,66
